id,referência,produto,ean,valor,imagemUrl,cor,tamanho,grupo,subgrupo,altura,largura,comprimento,Circunferência do Pescoço,Circunferência do Tórax
70,34336,Kit Peitoral 8 Neon Verde G,7908260334336,72.90,https://static.wixstatic.com/media/f60e49_9c73d6274fd347e3a9770f8f46516bbd~mv2.jpg,Verde,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
71,34329,Kit Peitoral 8 Neon,7908260334329,62.90,,Verde,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
72,34312,Kit Peitoral 8 Neon,7908260334312,51.90,,Verde,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
73,34725,Kit Peitoral 8 Pratica,7908260334725,72.90,https://static.wixstatic.com/media/f60e49_c3ba8dc779b448268cf5ba28520a1c42~mv2.jpg,Laranja,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
74,34718,Kit Peitoral 8 Pratica,7908260334718,62.90,,Laranja,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
75,34701,Kit Peitoral 8 Pratica,7908260334701,51.90,,Laranja,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
76,34695,Kit Peitoral 8 Style,7908260334695,72.90,https://static.wixstatic.com/media/f60e49_6c3e2da199d849198cf3372fa6c79311~mv2.jpg,Amarelo,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
77,34688,Kit Peitoral 8 Style,7908260334688,62.90,,Amarelo,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
78,34671,Kit Peitoral 8 Style,7908260334671,51.90,,Amarelo,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
79,34459,Kit Peitoral 8 Sweet,7908260334459,72.90,https://static.wixstatic.com/media/f60e49_0813231dddf34f8582738bf84ebbc4f7~mv2.jpg,Azul,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
80,34442,Kit Peitoral 8 Sweet,7908260334442,62.90,,Azul,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
81,34435,Kit Peitoral 8 Sweet,7908260334435,51.90,,Azul,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
82,34480,Kit Peitoral 8 Sweet,7908260334480,72.90,https://static.wixstatic.com/media/f60e49_842cfd74ee2c4e1b8059224a6b6830b7~mv2.jpg,Rosa,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
83,34473,Kit Peitoral 8 Sweet,7908260334473,62.90,,Rosa,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
84,34466,Kit Peitoral 8 Sweet,7908260334466,51.90,,Rosa,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
85,34572,Kit Peitoral 8 Vintage,7908260334572,72.90,https://static.wixstatic.com/media/f60e49_1161df1f44c54b4db01d214501085ea1~mv2.jpg,Azul,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
86,34565,Kit Peitoral 8 Vintage,7908260334565,62.90,,Azul,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
87,34558,Kit Peitoral 8 Vintage,7908260334558,51.90,,Azul,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
88,34602,Kit Peitoral 8 Vintage,7908260334602,72.90,https://static.wixstatic.com/media/f60e49_d3507d5953424218b53541ef1a66f186~mv2.jpg,Vermelho,G,Coleira/Cinto/Peitoral,Peitoral 8,,,
89,34596,Kit Peitoral 8 Vintage,7908260334596,62.90,,Vermelho,M,Coleira/Cinto/Peitoral,Peitoral 8,,,
90,34589,Kit Peitoral 8 Vintage,7908260334589,51.90,,Vermelho,P,Coleira/Cinto/Peitoral,Peitoral 8,,,
